Авиакомпания,Аэропорт вылета,Аэропорт прилета,День недели,Месяц,Время вылета,Время прилета,Продолжительность полета,Задержка прилета
Airline_C,ORD,ORD,Суббота,Октябрь,0,4,3.8898363940883107,-24.669375571063632
Airline_C,DEN,JFK,Суббота,Октябрь,19,22,4.600534768206415,95.59969518300363
Airline_B,LAX,DFW,Понедельник,Декабрь,21,1,1.5300523392123808,-3.9316621634744067
Airline_C,JFK,DEN,Воскресенье,Март,15,20,5.027841051262587,-47.609577223739876
Airline_A,ORD,JFK,Вторник,Апрель,22,3,4.246656446844778,118.28018072984764
Airline_B,LAX,JFK,Понедельник,Февраль,10,11,5.459614751732927,-27.82896087719987
Airline_B,LAX,DFW,Суббота,Сентябрь,12,16,3.628503900083568,181.23835597633385
Airline_A,ORD,DFW,Пятница,Октябрь,9,13,1.5572518333184107,-157.72118729178266
Airline_A,DEN,ORD,Четверг,Декабрь,2,4,4.74263598968169,134.03797021874416
Airline_B,LAX,DFW,Понедельник,Ноябрь,8,10,1.2797669308870407,146.8024251873575
Airline_C,DFW,ORD,Пятница,Июль,11,13,3.564952607652473,60.58398303466706
Airline_B,LAX,JFK,Четверг,Июль,22,1,1.0881422433907921,-193.2348048763236
Airline_A,DEN,LAX,Среда,Июнь,13,15,1.413665523583207,33.37385031601585
Airline_B,DEN,DEN,Понедельник,Март,0,4,2.750160832954601,2.6610045847804287
Airline_A,DFW,JFK,Понедельник,Июнь,17,20,1.693400853429044,119.08447277394592
Airline_B,LAX,DFW,Среда,Декабрь,16,21,5.990642737172179,-109.30620577189796
Airline_C,DEN,DEN,Среда,Август,8,9,4.277891125987756,-124.981470974334
Airline_B,ORD,LAX,Понедельник,Август,8,10,2.498189299173979,-150.73381172702346
Airline_B,JFK,LAX,Среда,Ноябрь,22,3,4.3295304137739965,-82.50495599926772
Airline_A,JFK,ORD,Вторник,Сентябрь,9,13,4.440603114059175,-70.888663237899
Airline_A,JFK,DEN,Четверг,Январь,18,19,3.856950129869388,156.52995452204124
Airline_A,LAX,ORD,Четверг,Январь,14,19,3.6842090751884866,-76.08602340211888
Airline_B,DFW,JFK,Четверг,Март,4,5,2.882441191347582,34.14854729192717
Airline_C,DEN,DEN,Вторник,Март,14,16,3.2035111083318863,5.997385328155479
Airline_A,ORD,JFK,Воскресенье,Октябрь,19,23,3.873361117841438,9.184683098023811
Airline_A,ORD,ORD,Среда,Август,22,23,3.0597622741783845,-95.19202759815946
Airline_B,LAX,DEN,Пятница,Октябрь,1,6,4.888599280437153,90.59715683488804
Airline_A,JFK,ORD,Среда,Январь,12,14,2.329073779460728,22.429808978079855
Airline_C,LAX,DEN,Понедельник,Февраль,23,1,4.3145876334140665,40.07776409041762
Airline_C,DFW,ORD,Суббота,Февраль,15,20,5.512088576698664,-22.97101748073522
Airline_A,DFW,LAX,Четверг,Март,14,19,4.940690187723232,-40.14921380687368
Airline_A,DEN,ORD,Среда,Июнь,9,10,5.047781364681406,27.800165233579616
Airline_B,DEN,LAX,Пятница,Январь,13,16,1.3522309750707453,-1.9130862617892603
Airline_C,DFW,ORD,Понедельник,Февраль,9,11,1.8565719886833358,65.21106134322673
Airline_C,DFW,DEN,Вторник,Январь,13,14,5.396054477435467,-70.43956737307794
Airline_A,DFW,DEN,Воскресенье,Май,22,3,5.199156897597067,246.79538373908122
Airline_B,LAX,DEN,Вторник,Июль,8,9,4.424794181331412,-33.01252940116544
Airline_C,DFW,DFW,Пятница,Август,13,18,5.385552501491669,19.586802942811403
Airline_C,ORD,JFK,Понедельник,Октябрь,2,6,2.9154162014667033,9.458345599672697
Airline_B,JFK,DEN,Четверг,Январь,19,0,1.7619343757430972,158.77695529384613
Airline_B,DFW,LAX,Среда,Июль,15,20,1.5051155557440064,-19.87293876738294
Airline_C,JFK,DEN,Понедельник,Май,1,6,5.988370566721571,-75.34416113842721
Airline_C,LAX,DFW,Воскресенье,Октябрь,9,12,3.465277531275923,3.283744375342998
Airline_B,JFK,LAX,Вторник,Январь,2,7,3.0582378308202753,-50.14899986252701
Airline_C,LAX,DFW,Воскресенье,Март,10,12,5.262274321814985,-19.600045025822205
Airline_A,ORD,LAX,Воскресенье,Июль,10,12,2.4360704802193127,253.94047775260714
Airline_A,LAX,ORD,Пятница,Октябрь,20,21,3.15690262414612,-14.981514008865929
Airline_B,LAX,JFK,Пятница,Январь,20,23,5.947565126324043,60.624186891505204
Airline_B,DEN,JFK,Среда,Июль,21,22,2.766848897817773,-91.72360475408163
Airline_B,DFW,DFW,Пятница,Май,12,14,2.2682872004277725,140.1071927087328
Airline_A,DFW,JFK,Пятница,Январь,6,8,4.5908045335179155,150.8425926000655
Airline_C,ORD,DFW,Понедельник,Январь,22,2,2.7214491571095722,67.88742259757134
Airline_A,ORD,DFW,Четверг,Январь,16,21,3.941278928906798,8.154968097533931
Airline_C,DFW,DFW,Среда,Ноябрь,1,3,3.8816353491754105,-39.9285093171316
Airline_A,DEN,JFK,Понедельник,Сентябрь,11,12,5.515192226138214,72.11836884445466
Airline_C,DFW,DFW,Четверг,Ноябрь,9,10,5.7746526197930175,-89.17710847844576
Airline_A,DEN,JFK,Воскресенье,Март,17,22,2.562144753827585,-147.9369560550732
Airline_B,ORD,DFW,Понедельник,Май,21,2,1.55270389004554,-141.94809217551006
Airline_A,JFK,DEN,Суббота,Ноябрь,10,14,4.1147419583381915,45.20427060372706
Airline_C,ORD,DFW,Понедельник,Октябрь,15,18,1.1261376580161522,-79.13914835449731
Airline_A,ORD,LAX,Пятница,Декабрь,16,17,2.5295336150224577,-26.241909755036122
Airline_A,LAX,DFW,Четверг,Сентябрь,18,23,2.2688615449790066,3.045006294987644
Airline_A,LAX,ORD,Среда,Июнь,17,18,1.0210369024604686,126.68103640298956
Airline_B,LAX,DFW,Среда,Декабрь,2,7,4.722839203900213,-61.85344870749387
Airline_A,LAX,LAX,Четверг,Сентябрь,20,22,1.0324865966901648,109.06483584675328
Airline_B,DEN,LAX,Пятница,Август,15,16,5.595276841104054,143.68410041736513
Airline_B,DFW,JFK,Вторник,Август,5,7,3.539193794127314,-156.19820357158488
Airline_A,JFK,DEN,Понедельник,Январь,11,12,5.968814690577805,141.32091478275572
Airline_A,ORD,DFW,Пятница,Сентябрь,10,13,3.4842131393476414,-31.68185648478687
Airline_A,DEN,JFK,Суббота,Июнь,14,18,2.0636014363777972,-58.63979501019237
Airline_C,JFK,DEN,Воскресенье,Сентябрь,14,16,4.551687967806462,-44.52220555214391
Airline_A,DEN,DFW,Четверг,Март,15,20,1.8410961706161015,4.259647941058225
Airline_B,DEN,ORD,Понедельник,Декабрь,9,12,4.99684928428144,-42.81034403890348
Airline_A,ORD,DFW,Среда,Март,11,12,1.4303431736890726,-96.41023763793376
Airline_C,DFW,LAX,Воскресенье,Июнь,12,14,5.3202987424967425,-96.20529172296689
Airline_A,LAX,LAX,Вторник,Сентябрь,3,4,5.906653296951999,-43.26563260312649
Airline_C,DFW,ORD,Суббота,Июль,6,7,1.1912421290761213,-37.760467512254564
Airline_C,ORD,JFK,Среда,Март,21,22,4.615428915032926,37.36211495212719
Airline_A,ORD,DEN,Четверг,Март,1,5,1.4057144241809478,9.773221885331509
Airline_B,ORD,DFW,Понедельник,Февраль,14,18,2.0410823649555554,66.59397613882099
Airline_C,JFK,LAX,Четверг,Сентябрь,7,12,5.347288474305698,40.802537678026155
Airline_A,DFW,JFK,Воскресенье,Март,6,8,2.2652285225026745,111.17988157885331
Airline_A,DFW,ORD,Понедельник,Ноябрь,14,17,5.686091153943487,124.46735209009593
Airline_B,DEN,LAX,Пятница,Май,22,1,5.948790497691919,138.64098503948523
Airline_C,DEN,ORD,Вторник,Сентябрь,13,16,3.2680471873786376,104.70398076801892
Airline_C,DEN,DFW,Пятница,Август,7,8,2.811465939151682,230.39141860130118
Airline_A,ORD,DEN,Пятница,Февраль,11,15,2.0553598169384095,68.61361657138522
Airline_A,DFW,LAX,Четверг,Март,12,14,3.5381210100398133,61.63149916056643
Airline_B,ORD,LAX,Воскресенье,Февраль,10,11,4.070550063709895,216.02561842610987
Airline_B,JFK,DFW,Вторник,Август,16,20,2.934032991130639,-211.00267949771137
Airline_C,DEN,JFK,Понедельник,Июнь,16,20,1.7663512805573902,-32.03270449919477
Airline_C,ORD,DEN,Понедельник,Июнь,23,1,3.657949911204592,128.52979020522724
Airline_A,ORD,LAX,Суббота,Декабрь,3,5,2.8238963816246643,136.90110742534912
Airline_C,JFK,DEN,Среда,Сентябрь,20,22,4.6475197955701635,273.557908323196
Airline_B,LAX,LAX,Суббота,Август,7,8,2.9689443971742913,-56.47683048754027
Airline_B,DFW,DEN,Суббота,Апрель,4,9,5.713957947864771,-42.912685329914
Airline_A,LAX,ORD,Понедельник,Декабрь,15,17,1.9246586095822469,-7.349531984824942
Airline_B,DEN,LAX,Четверг,Апрель,3,8,3.517131892010638,-8.497292099761992
Airline_B,ORD,DEN,Пятница,Сентябрь,21,22,5.117064412981863,184.68554344900173
Airline_B,JFK,JFK,Воскресенье,Январь,14,19,4.528177721423017,175.11871908895273
Airline_B,JFK,ORD,Пятница,Февраль,11,14,5.126872828063093,29.916147332174056
Airline_A,DFW,ORD,Пятница,Февраль,4,9,5.592493479176405,4.542908997619964
Airline_A,LAX,JFK,Вторник,Июнь,22,0,4.482493060527663,-31.28335545260907
Airline_C,DFW,DEN,Понедельник,Апрель,15,16,5.622575397832781,-45.933307338529566
Airline_B,ORD,DFW,Воскресенье,Ноябрь,13,15,3.0100469810548316,157.60723046528585
Airline_C,DFW,JFK,Четверг,Октябрь,9,12,2.194840491655364,243.80263700756734
Airline_A,JFK,DEN,Вторник,Март,6,8,5.4913304319121305,-23.578454875404823
Airline_A,JFK,JFK,Среда,Март,12,14,3.9505035615891346,38.71119555638186
Airline_A,DEN,JFK,Четверг,Март,19,21,2.383609040355158,45.322314273933344
Airline_A,DEN,LAX,Суббота,Июнь,4,8,2.4243720260536348,104.49150720524017
Airline_A,ORD,DEN,Четверг,Август,2,5,5.7146960890066225,-66.08997364132402
Airline_A,LAX,DFW,Четверг,Ноябрь,14,16,3.603792757286118,-193.82369315450208
Airline_A,DFW,LAX,Пятница,Июль,3,5,5.298926150098334,123.21923670005026
Airline_B,ORD,JFK,Четверг,Апрель,14,16,4.410816395567428,-5.569738317072012
Airline_C,DEN,JFK,Суббота,Ноябрь,13,14,2.2176997988572325,-53.702318283035304
Airline_A,DFW,JFK,Суббота,Декабрь,19,23,5.966021459130209,10.752823075393742
Airline_B,DEN,DEN,Понедельник,Апрель,18,19,2.1306343815573596,25.044068928966542
Airline_B,DFW,DEN,Четверг,Ноябрь,12,16,3.3718367845664194,61.64847427892461
Airline_C,LAX,LAX,Пятница,Октябрь,9,11,1.0258389722200112,-143.09644002822196
Airline_A,ORD,DFW,Четверг,Ноябрь,20,23,5.221779491933546,59.87005492679356
Airline_C,DFW,LAX,Среда,Ноябрь,4,9,5.780471138380155,-215.93849704064291
Airline_A,JFK,ORD,Среда,Ноябрь,22,3,2.2011752322888793,129.06480266867982
Airline_B,JFK,JFK,Пятница,Февраль,19,21,3.0800634025289657,79.67638635576685
Airline_B,DFW,JFK,Понедельник,Январь,19,20,4.474453179844524,-97.7817919269088
Airline_B,DFW,JFK,Понедельник,Сентябрь,5,8,3.0099692347345184,55.007997561665874
Airline_B,DFW,LAX,Суббота,Декабрь,3,7,5.084766154426333,144.12788207759513
Airline_C,JFK,LAX,Суббота,Декабрь,1,3,4.807625869562975,-58.23336082484084
Airline_A,JFK,JFK,Вторник,Февраль,21,0,3.7714733448596065,63.084010628186185
Airline_A,DFW,LAX,Пятница,Август,15,18,1.915138820404896,-276.8893105541368
Airline_C,DEN,DEN,Четверг,Сентябрь,17,21,2.8545154359107494,95.52767900629564
Airline_A,DEN,DEN,Воскресенье,Апрель,4,7,3.683175563239818,9.757177474170547
Airline_B,LAX,LAX,Пятница,Август,21,22,3.0523328573006627,21.589746018533
Airline_A,ORD,JFK,Вторник,Сентябрь,3,4,1.7828486179866574,59.499129875408826
Airline_B,DEN,LAX,Суббота,Октябрь,12,13,5.84551081084056,153.21261632606502
Airline_C,JFK,LAX,Пятница,Октябрь,18,21,2.7990821457719544,25.599224574212002
Airline_A,DEN,LAX,Пятница,Май,22,23,3.508479035308026,158.03884044080806
Airline_C,LAX,ORD,Суббота,Июль,1,5,4.232901838649481,-159.3941133220641
Airline_A,LAX,DEN,Вторник,Октябрь,12,15,3.8453299756887267,89.76432131662773
Airline_B,ORD,DFW,Суббота,Апрель,10,15,2.7271628097401384,-12.18869219778597
Airline_C,DEN,DFW,Понедельник,Январь,21,0,3.9807611743888516,-69.73541217005265
Airline_A,JFK,ORD,Четверг,Март,3,7,1.155692597755933,-180.9147021209242
Airline_B,JFK,LAX,Суббота,Май,21,2,3.225664583052055,68.54082673644066
Airline_C,DFW,ORD,Вторник,Март,19,22,3.2117981498815027,108.62839718538063
Airline_C,JFK,ORD,Среда,Декабрь,19,20,4.792539767621337,130.53257363534237
Airline_A,ORD,JFK,Понедельник,Ноябрь,14,16,1.1869072964501182,167.04009564575313
Airline_A,ORD,DEN,Среда,Июль,3,5,1.066659829823306,-0.9223733042732505
Airline_A,JFK,DFW,Воскресенье,Декабрь,8,9,3.998560806585629,150.25748077422514
Airline_B,JFK,LAX,Суббота,Сентябрь,6,8,4.024817211445149,146.47448530245623
Airline_A,DFW,DFW,Понедельник,Декабрь,18,20,3.8352440601588658,-7.260923245753212
Airline_C,JFK,DFW,Четверг,Июнь,18,19,3.365366841550653,-30.188166205337463
Airline_C,DFW,DEN,Суббота,Октябрь,5,6,2.8416154597578154,-88.01225668099174
Airline_A,DFW,DFW,Четверг,Январь,5,8,2.554620491211145,126.14889085687494
Airline_A,JFK,DFW,Пятница,Июль,19,22,4.90163122948636,-135.87940707968366
Airline_C,LAX,ORD,Среда,Март,14,15,5.926192986414627,31.70628799706253
Airline_B,LAX,DEN,Понедельник,Май,14,18,2.009098181280776,-70.02624217233819
Airline_A,DFW,JFK,Четверг,Октябрь,19,21,5.075412175992788,-166.9444091213427
Airline_A,JFK,LAX,Вторник,Апрель,8,11,1.2503587295708556,-222.67019875457083
Airline_C,LAX,DFW,Четверг,Октябрь,3,5,2.6693154163635016,-10.894398709017917
Airline_A,JFK,LAX,Вторник,Май,17,22,2.888272196511506,-152.52389380934343
Airline_B,JFK,JFK,Суббота,Май,17,18,4.459941951293962,37.555164840947704
Airline_C,JFK,LAX,Понедельник,Июнь,4,8,5.606973116274266,148.3170596876631
Airline_A,DEN,JFK,Четверг,Октябрь,19,0,2.188499852795561,33.54836768246197
Airline_C,JFK,ORD,Воскресенье,Декабрь,22,3,2.8049668338816853,176.8717813593121
Airline_A,DEN,DFW,Четверг,Октябрь,10,15,4.96732811135347,-86.66323209680957
Airline_A,DFW,JFK,Воскресенье,Ноябрь,4,5,4.268598932914598,-174.13769987278894
Airline_A,LAX,LAX,Понедельник,Июнь,21,0,5.494825951600546,-116.29704809171459
Airline_B,LAX,DFW,Четверг,Август,3,4,1.086116110506374,-31.89645243416247
Airline_B,LAX,ORD,Вторник,Август,11,14,1.5591366564629685,298.79184603169966
Airline_C,LAX,DFW,Четверг,Ноябрь,1,6,3.5027834418466806,-152.34359742151793
Airline_A,LAX,JFK,Среда,Сентябрь,12,17,2.1444364841550776,24.98903017777799
Airline_A,LAX,ORD,Суббота,Август,9,13,5.442066213118075,-76.09195570267975
Airline_B,LAX,LAX,Пятница,Ноябрь,8,11,2.3341046520865634,-45.54984038678135
Airline_A,DFW,ORD,Вторник,Февраль,9,14,5.52183087530519,-97.29427531057745
Airline_B,JFK,ORD,Среда,Декабрь,6,8,5.585654335428799,126.05955683357215
Airline_A,ORD,DEN,Воскресенье,Октябрь,3,7,5.008495578607209,-47.64186769083659
Airline_C,DEN,ORD,Суббота,Декабрь,18,19,2.7610059829495555,133.54644430086097
Airline_A,ORD,ORD,Понедельник,Ноябрь,9,13,4.713014291861741,-7.174362674475201
Airline_A,ORD,DFW,Вторник,Январь,2,4,2.3662863862065224,-200.74990089926706
Airline_B,JFK,LAX,Пятница,Октябрь,20,23,5.052935935568819,110.62190646935012
Airline_A,JFK,DFW,Суббота,Февраль,18,19,3.7549325397850506,-146.80187832430386
Airline_A,JFK,DFW,Воскресенье,Февраль,20,21,1.9551751604781324,-217.10576010256779
Airline_B,LAX,JFK,Пятница,Декабрь,1,4,5.240151596022014,-66.67777633386457
Airline_C,DFW,DFW,Понедельник,Март,19,23,3.323524613737038,-125.53068644032217
Airline_C,LAX,DEN,Понедельник,Октябрь,9,14,4.183812889481815,102.38432899292619
Airline_B,DFW,DEN,Воскресенье,Июль,1,5,5.57693612334484,-16.261735222461738
Airline_B,DFW,JFK,Вторник,Февраль,1,3,3.154841394647455,125.390413927158
Airline_B,ORD,LAX,Воскресенье,Январь,23,4,5.3561939434613794,-141.7612974126729
Airline_B,ORD,LAX,Четверг,Июнь,16,20,2.6970130139342627,66.55252558232846
Airline_B,DFW,DFW,Понедельник,Сентябрь,15,18,3.5601159830093483,-16.7691925817049
Airline_C,DFW,DFW,Суббота,Март,15,17,2.3864625643279354,65.22841862430589
Airline_C,LAX,DFW,Четверг,Июнь,13,15,2.4202496018075417,-6.664153893424611
Airline_B,LAX,LAX,Среда,Март,6,8,3.5621108826232293,28.49003012217097
Airline_A,ORD,ORD,Пятница,Январь,20,1,1.0058647278871613,-40.704553837241775
Airline_B,JFK,DEN,Четверг,Декабрь,10,11,3.07850986845361,-208.22971153819304
Airline_A,DFW,ORD,Пятница,Май,23,4,1.8812580677630115,30.32626044620905
Airline_B,LAX,ORD,Воскресенье,Октябрь,0,4,5.077878989091291,-12.41372900402014
Airline_B,ORD,LAX,Четверг,Ноябрь,10,11,5.706803596210505,43.33752072040111
Airline_C,LAX,ORD,Воскресенье,Апрель,22,2,3.9200381641090525,-9.342006640309346
Airline_A,DFW,JFK,Среда,Июль,20,21,5.270683604301731,112.11641543553583
Airline_A,DFW,DFW,Понедельник,Июнь,3,8,4.370491437059514,-3.328748551182331
Airline_C,DEN,JFK,Среда,Октябрь,6,8,2.5689214058447165,-46.73852534997745
Airline_C,JFK,DEN,Понедельник,Июль,14,17,2.8817089696385847,-11.210715265524737
Airline_C,DEN,DFW,Воскресенье,Май,17,19,1.94190558726042,59.22931582084915
Airline_C,ORD,ORD,Понедельник,Апрель,11,16,5.739563248111268,-158.08237019658742
Airline_A,LAX,DEN,Пятница,Июль,16,17,1.0866197608546941,-115.99727611352526
Airline_A,ORD,DFW,Суббота,Июль,0,2,2.6691541555348506,-80.69574518594257
Airline_B,DFW,ORD,Среда,Июнь,10,15,2.410303721872662,-9.179210285222993
Airline_B,DEN,JFK,Четверг,Август,0,4,5.470700999491061,55.981028169782014
Airline_C,DEN,DFW,Среда,Апрель,14,17,4.049148390345177,-48.05938946076677
Airline_C,DEN,ORD,Пятница,Октябрь,20,22,4.191062139346358,-221.16350810799943
Airline_C,ORD,JFK,Понедельник,Май,9,10,5.790513607533648,-204.63094019293888
Airline_B,DFW,DEN,Пятница,Апрель,6,10,5.45395883304786,-77.07053910655574
Airline_B,LAX,DEN,Вторник,Декабрь,1,6,1.3016622416311487,-61.05534121289591
Airline_B,LAX,DEN,Вторник,Январь,9,12,5.384019073964958,51.87025663391182
Airline_B,ORD,DEN,Четверг,Декабрь,23,0,4.8543995133256805,-25.60404264090027
Airline_B,DEN,LAX,Пятница,Август,3,8,5.748999017404957,95.49482345128473
Airline_B,JFK,DFW,Воскресенье,Январь,11,16,1.2723153971810828,-269.6879165139884
Airline_B,ORD,DFW,Четверг,Май,18,20,1.1175018402123733,18.394751955610232
Airline_C,ORD,LAX,Воскресенье,Июнь,10,12,1.2519982216440717,149.9516354694731
Airline_C,DFW,ORD,Четверг,Июнь,7,8,1.9207564510547337,41.98522139677392
Airline_C,LAX,ORD,Вторник,Май,17,22,3.5815888378497553,50.80074148902261
Airline_C,ORD,DEN,Четверг,Март,10,12,5.533480208744783,138.93447244549887
Airline_B,ORD,JFK,Вторник,Май,10,13,2.5963935996924614,-54.55077250285112
Airline_A,DEN,ORD,Понедельник,Декабрь,12,15,5.3660282657465155,-78.55837487873347
Airline_B,DEN,JFK,Воскресенье,Август,2,7,3.8071070203195125,-225.2811534747462
Airline_A,JFK,DFW,Пятница,Февраль,11,13,1.52328624930025,-39.3093587998411
Airline_C,DFW,JFK,Четверг,Июнь,2,3,3.1167479027687954,-38.2843565298382
Airline_B,JFK,DFW,Вторник,Сентябрь,9,10,4.129065124829063,111.81565506363977
Airline_C,DEN,LAX,Среда,Август,16,17,4.536859146502619,4.9357849106804
Airline_B,LAX,LAX,Воскресенье,Ноябрь,21,0,5.936570218070839,-91.42255470971989
Airline_C,DEN,DEN,Четверг,Август,1,3,5.308352121676199,-150.04241774867762
Airline_A,DFW,ORD,Суббота,Август,16,18,2.869541168859218,198.39248900799873
Airline_A,DEN,DEN,Понедельник,Июль,15,18,2.7640955865788794,27.232888269093266
Airline_A,DFW,DFW,Понедельник,Август,1,2,4.247812442906907,-58.06796059178778
Airline_B,DFW,DEN,Среда,Июнь,21,22,1.0363407483162423,11.196593824577299
Airline_A,DFW,JFK,Вторник,Февраль,19,0,3.101847265142383,132.9374839473621
Airline_B,DFW,DFW,Четверг,Февраль,5,9,2.72849393384744,-92.84780867224706
Airline_A,DFW,LAX,Воскресенье,Август,9,11,2.1996697380406465,21.20190325600619
Airline_A,LAX,ORD,Вторник,Ноябрь,9,11,1.3712709205053937,103.3328375300359
Airline_B,JFK,DFW,Понедельник,Январь,7,9,1.501699166006425,-200.4559253957941
Airline_B,ORD,DFW,Вторник,Июнь,0,4,5.7254681684501625,-108.1035838997746
Airline_A,JFK,JFK,Понедельник,Июнь,12,17,3.1132312232591253,136.7840466267668
Airline_B,DFW,ORD,Вторник,Ноябрь,23,3,1.4063664052774616,-107.84341622686688
Airline_A,LAX,LAX,Среда,Апрель,8,9,2.4850729091426955,0.3457686647180509
Airline_B,DEN,DFW,Пятница,Декабрь,21,22,2.54082706397154,-73.20108729590254
Airline_C,LAX,DFW,Среда,Ноябрь,9,11,4.818360641395216,-15.338036751395844
Airline_C,DFW,JFK,Среда,Ноябрь,14,17,1.171678195043217,4.909258033684374
Airline_C,LAX,DEN,Пятница,Октябрь,4,6,5.8078314518266225,81.14336700467852
Airline_C,LAX,LAX,Пятница,Март,21,0,3.692878427696652,67.55290298166787
Airline_C,DFW,ORD,Четверг,Ноябрь,15,19,5.5558708141989595,-26.475755050694872
Airline_A,LAX,DFW,Воскресенье,Март,12,13,2.699527870402572,315.54170160571334
Airline_C,ORD,DFW,Воскресенье,Январь,21,0,5.412017738951656,118.12520719534203
Airline_C,ORD,LAX,Четверг,Март,19,23,2.1383975859681246,-213.23953967200845
Airline_C,LAX,DEN,Среда,Апрель,17,18,2.665765240265367,-27.521391734491598
Airline_C,DEN,DFW,Среда,Ноябрь,10,13,2.5246723066856225,194.48985698982085
Airline_B,DFW,LAX,Понедельник,Ноябрь,8,10,2.6393748005427753,-85.27050582656422
Airline_A,ORD,JFK,Понедельник,Май,15,17,2.33799878102849,176.1969227088254
Airline_C,DEN,DEN,Воскресенье,Март,1,3,4.9068665773398354,-51.93931170431808
Airline_C,LAX,ORD,Четверг,Июнь,1,5,5.587369868575577,19.247728645523928
Airline_C,DEN,DFW,Суббота,Ноябрь,11,13,4.085402484290874,86.86188790221554
Airline_A,JFK,LAX,Суббота,Декабрь,7,12,4.449803990704429,-22.912635827804102
Airline_B,ORD,JFK,Четверг,Май,8,9,1.7563560547436343,-37.06726705791742
Airline_A,LAX,ORD,Понедельник,Март,11,15,1.7941345617322724,171.49752607592126
Airline_B,DFW,LAX,Воскресенье,Июнь,8,10,1.4945970527637589,99.58055566692227
Airline_C,LAX,LAX,Воскресенье,Июнь,9,10,3.894747570831301,-36.84737981933639
Airline_C,DFW,ORD,Понедельник,Август,1,4,1.2676684371942977,165.34351338008364
Airline_A,LAX,JFK,Суббота,Февраль,15,17,5.4105986972382665,93.45899329747134
Airline_A,DEN,JFK,Вторник,Январь,19,20,4.89859691056897,-44.416263590623984
Airline_B,DEN,DEN,Вторник,Апрель,6,11,5.896256716471579,176.26446959703767
Airline_B,DEN,DFW,Понедельник,Июль,1,4,1.685712768824681,37.975748372473895
Airline_A,JFK,ORD,Вторник,Ноябрь,0,5,3.8589805471222203,-35.062595841037016
Airline_B,DFW,ORD,Пятница,Октябрь,18,19,3.088773266956233,-163.54864687527322
Airline_A,DEN,ORD,Четверг,Март,3,8,4.864994976207776,-106.44227474128657
Airline_B,JFK,JFK,Четверг,Март,23,0,5.320619906550227,169.37313197482132
Airline_A,DFW,DFW,Понедельник,Май,21,22,2.1783315124282163,204.55982101269373
Airline_A,LAX,DEN,Среда,Май,1,6,5.239369836342046,-62.532329332240735
Airline_A,JFK,LAX,Суббота,Октябрь,13,14,1.417968508013887,-153.27479141474285
Airline_B,ORD,LAX,Понедельник,Март,1,3,2.251192004604467,-142.260510249476
Airline_B,JFK,ORD,Вторник,Сентябрь,14,15,3.320567586016499,-109.36610037308193
Airline_B,JFK,DFW,Суббота,Апрель,11,15,4.134978486071642,-197.9384673493728
Airline_A,DFW,JFK,Среда,Март,4,5,4.296176765558998,177.09737193668124
Airline_B,LAX,DFW,Вторник,Ноябрь,19,23,3.572283814542001,222.86450274538274
Airline_B,ORD,DFW,Воскресенье,Февраль,6,7,1.441853708091064,-92.31609131312588
Airline_A,DEN,JFK,Пятница,Октябрь,23,0,3.3467187612359113,-14.263459952775479
Airline_C,DEN,ORD,Вторник,Ноябрь,20,1,1.746452128857114,-117.33749496048934
Airline_A,JFK,DFW,Пятница,Сентябрь,9,11,2.8935099713933177,13.337589809845944
Airline_B,DFW,LAX,Суббота,Апрель,13,15,3.756789222902397,175.72382801865064
Airline_A,DFW,JFK,Пятница,Март,13,16,1.3320007021176792,95.73525755354964
Airline_C,DEN,DEN,Суббота,Июль,4,9,2.744442167837554,96.02260727229944
Airline_A,ORD,ORD,Суббота,Август,17,22,3.151980182474051,22.773138424208362
Airline_B,LAX,JFK,Суббота,Ноябрь,23,1,4.130317988091291,89.43205722307164
Airline_C,ORD,DEN,Суббота,Февраль,13,18,3.345627037036159,39.465073592078916
Airline_B,LAX,DEN,Суббота,Июль,1,3,5.807702369044057,41.209227102389335
Airline_C,DEN,DFW,Вторник,Декабрь,11,16,3.246348247242302,-43.227655040019535
Airline_C,LAX,DFW,Суббота,Май,21,22,5.06325340889868,-22.264818075351197
Airline_A,DFW,DFW,Вторник,Ноябрь,23,1,2.131709535206355,61.61884706339134
Airline_A,JFK,JFK,Суббота,Май,5,7,3.8587449685295803,-121.00681248821355
Airline_B,JFK,JFK,Пятница,Март,3,7,2.6337832847472877,-89.5631342984567
Airline_A,DEN,ORD,Воскресенье,Май,12,17,2.253201163369977,-76.9223664402789
Airline_A,DFW,DFW,Суббота,Декабрь,3,8,1.5552958253281814,-85.28531749429715
Airline_C,ORD,DEN,Среда,Февраль,21,23,2.5275796224253506,-30.427768533873724
Airline_A,DFW,LAX,Суббота,Апрель,13,14,2.655435978440661,-68.19167719560693
Airline_C,JFK,ORD,Суббота,Июнь,15,16,3.233187554421616,-51.75734026581754
Airline_C,JFK,JFK,Пятница,Январь,3,4,3.8644029871943975,-99.12998062752273
Airline_C,DFW,ORD,Четверг,Октябрь,23,4,4.309368562080013,37.165980201179515
Airline_B,DFW,ORD,Пятница,Апрель,0,4,1.6941316539762368,141.9882741644732
Airline_B,JFK,ORD,Среда,Июнь,12,14,2.016124646372215,3.439419164309154
Airline_B,ORD,ORD,Четверг,Сентябрь,3,6,1.3726571298941472,-26.842642779459354
Airline_C,DEN,LAX,Понедельник,Ноябрь,19,23,5.351709817958808,-32.438395991293284
